;0
influences;['NNS', 'VBZ', 'NNS-HL']
not;['*', '*-HL', '*-TL', '*-NC']
elaborate;['VB', 'JJ']
added;['VBD', 'VBN', 'VBN-HL']
there;['EX', 'RB', 'RB-HL', 'EX-HL', 'EX-NC']
periodic;['JJ']
surveillance;['NN']
pricing;['VBG', 'NN']
concessionaires;['NNS']
purpose;['NN', 'NN-TL', 'NN-HL']
keeping;['VBG', 'VBG-HL', 'NN']
prices;['NNS']
reasonable;['JJ']
ask;['VB-HL', 'VB', 'VB-TL']
jail;['NN-HL', 'NN-TL', 'NN']
deputies;['NNS-HL', 'NNS']
matters;['NNS', 'VBZ']
:;[':', ':-HL', 'NP', ':-TL', '.', '.-HL', ',', 'IN', 'NIL']
(;['(', '(-HL', 'NIL']
);[')', ')-HL', 'NIL']
four;['CD', 'CD-HL', 'CD-TL']
additional;['JJ', 'JJ-HL']
employed;['VBN', 'VBD']
doctor;['NN', 'NN-TL']
medical;['JJ', 'JJ-TL', 'JJ-HL', 'JJ-TL-HL']
intern;['NN']
extern;['NN']
night;['NN', 'NN-TL']
weekend;['NN']
duty;['NN']
2;['CD', 'CD-TL', 'CD-HL', 'IN']
work;['VB', 'NN', 'NN-HL', 'NN-NC']
officials;['NNS', 'NNS-TL']
pass;['VB', 'NN', 'VB-TL']
legislation;['NN', 'NN-TL']
permit;['VB', 'NN', 'NN-TL']
establishment;['NN']
fair;['JJ', 'NN', 'JJ-HL', 'NN-TL', 'JJ-TL', 'RB']
equitable;['JJ']
pension;['NN', 'NN-TL']
plan;['NN', 'VB', 'NN-HL', 'NN-TL', 'VB-HL']
employes;['NNS']
praised;['VBD', 'VBN']
operation;['NN', 'NN-TL', 'NN-HL']
police;['NNS-TL', 'NN', 'NNS', 'NNS-HL']
tax;['NN-TL', 'NN', 'VB', 'NN-HL']
commissioner's;['NN$-TL']
office;['NN-TL', 'NN']
bellwood;['NP']
alpharetta;['NP']
prison;['NN', 'NN-TL']
farms;['NNS']
grady;['NP-TL', 'NP']
hospital;['NN-TL', 'NN']
health;['NN-TL', 'NN', 'NN-HL']
mayor;['NN-TL', 'NN', 'NN-TL-HL']
william;['NP', 'NP-TL', 'NP-HL', 'NN']
b.;['NP', 'NP-TL']
hartsfield;['NP']
filed;['VBD', 'VBN']
suit;['NN', 'VB']
divorce;['NN', 'VB']
his;['PP$', 'PP$$', 'NIL', 'PP$-NC', 'PP$-TL']
wife;['NN', 'NN-TL']
pearl;['NP', 'NN', 'NN-TL']
williams;['NP']
petition;['NN', 'VB']
mental;['JJ', 'JJ-HL', 'JJ-TL']
cruelty;['NN']
couple;['NN']
married;['VBN', 'VBD', 'VBD-TL']
aug.;['NP', 'NP-HL']
1913;['CD']
son;['NN', 'NN-HL', 'NN-TL', 'FW-NN-TL']
berry;['NP', 'NN']
daughter;['NN', 'NN-TL']
mrs.;['NP', 'NP-HL']
j.;['NP', 'NP-TL']
m.;['NP', 'NP-HL', 'NP-TL']
cheshire;['NP']
griffin;['NP']
attorneys;['NNS', 'NNS-TL']
amicable;['JJ']
property;['NN', 'NN-TL', 'NN-HL']
settlement;['NN', 'NN-TL']
agreed;['VBN', 'VBD']
upon;['RB', 'IN', 'IN-TL']
listed;['VBD', 'VBN']
mayor's;['NN$', 'NN$-TL']
occupation;['NN', 'NN-TL']
attorney;['NN', 'NN-TL']
age;['NN', 'VB', 'NN-TL', 'FW-NN']
71;['CD']
wife's;['NN$', 'NN+BEZ']
74;['CD']
birth;['NN', 'NN-HL', 'NN-TL']
opelika;['NP']
ala.;['NP', 'NP-HL']
lived;['VBN', 'VBD']
together;['RB', 'RB-TL', 'RB-HL']
man;['NN', 'NN-TL', 'NN-HL', 'VB', 'NN-NC', 'UH']
more;['AP', 'AP-HL', 'QL', 'RBR', 'NP', 'NIL', 'RBR-NC', 'AP-TL']
than;['IN', 'CS', 'CS-HL', 'CS-NC', 'IN-NC']
year;['NN', 'NN-HL', 'NN-TL', 'NIL']
home;['NR', 'NN', 'NN-HL', 'NN-TL', 'NR-HL', 'NP', 'NR-TL', 'NR-NC', 'NN-NC', 'VB']
637;['CD']
e.;['NP', 'NP-HL', 'JJ-TL', 'NP-TL']
pelham;['NP']
rd.;['NN-TL']
aj;['NN', 'NP-TL', 'NN-HL']
henry;['NP', 'NP-TL']
l.;['NP', 'NP-HL', 'NN']
bowden;['NP']
brief;['JJ', 'NN', 'NN-HL', 'JJ-TL']
interlude;['NN', 'NN-TL']
since;['IN', 'CS', 'RB']
1937;['CD']
career;['NN']
goes;['VBZ']
back;['RB', 'VB', 'NN', 'RB-HL', 'RB-TL', 'JJ-TL', 'JJ', 'NN-HL']
council;['NN', 'NN-TL']
1923;['CD']
present;['JJ', 'RB', 'NN', 'VB', 'NN-TL', 'AP', 'AP-HL']
expires;['VBZ']
he;['PPS', 'PPS-TL', 'PPS-NC', 'NIL', 'PPS-HL']
succeeded;['VBN', 'VBD']
who;['WPS', 'WPO', 'WPS-TL']
became;['VBD']
candidate;['NN']
sept.;['NP']
13;['CD', 'CD-TL', 'CD-HL']
after;['CS', 'IN', 'CS-TL', 'RB', 'IN-TL', 'RP']
announced;['VBD', 'VBN']
would;['MD', 'MD-HL']
run;['VB', 'NN', 'VBN', 'VBD', 'NN-TL']
reelection;['NN']
georgia;['NP', 'NP-TL', 'NP-HL']
republicans;['NPS', 'NPS-HL']
getting;['VBG', 'NN', 'VBG-HL']
strong;['JJ', 'NP', 'RB', 'JJ-TL']
encouragement;['NN']
enter;['VB']
1962;['CD']
governor's;['NN$', 'NN$-TL']
race;['NN', 'NN-TL', 'VB', 'NN-HL']
top;['JJS', 'NN', 'VB', 'JJS-TL', 'JJS-HL']
official;['NN', 'JJ']
wednesday;['NR']
robert;['NP', 'NP-TL']
snodgrass;['NP']
gop;['NN', 'NN-HL']
chairman;['NN', 'NN-TL']
meeting;['NN', 'VBG', 'VBG-HL', 'NN-TL']
held;['VBN', 'VBD', 'VBN-HL', 'VBD-HL']
tuesday;['NR', 'NR-TL', 'NR-NC', 'NR-HL']
blue;['JJ-TL', 'JJ', 'NN', 'NP']
ridge;['NN-TL', 'NN']
brought;['VBD', 'VBN', 'VBD-HL']
enthusiastic;['JJ']
responses;['NNS']
audience;['NN']
party;['NN-TL', 'NN', 'NN-HL', 'VB']
james;['NP', 'NP-TL']
w.;['NP', 'JJ-HL', 'NP-HL', 'JJ-TL', 'NP-TL']
dorsey;['NP']
enthusiasm;['NN']
picking;['VBG', 'NN']
up;['RP', 'RP-HL', 'IN', 'RP-TL', 'RP-NC', 'IN-NC']
rally;['NN', 'VB']
8;['CD', 'CD-TL', 'CD-HL', 'CD-TL-HL']
savannah;['NP', 'NP-TL']
newly;['RB', 'JJ']
texas;['NP', 'NP-HL', 'NP-TL']
sen.;['NN-TL']
john;['NP', 'NP-HL', 'NP-TL', 'NN-TL', 'NN']
tower;['NP', 'NN']
featured;['VBN', 'VBD']
speaker;['NN', 'NN-TL', 'NN-HL']
warned;['VBN', 'VBD']
entering;['VBG']
governor;['NN', 'NN-TL', 'NN-HL', 'NN-TL-HL']
force;['VB', 'NN-TL', 'NN', 'FW-NN-TL', 'NN-HL', 'FW-NN']
petitions;['NNS', 'VBZ']
out;['RP', 'IN', 'PP$', 'RP-HL', 'IN-HL', 'RB-TL', 'RB-NC', 'RP-NC', 'RB']
voting;['VBG', 'NN']
precincts;['NNS']
obtain;['VB']
signatures;['NNS']
registered;['VBN', 'VBD']
despite;['IN']
warning;['VBG', 'NN', 'NN-HL', 'NN-TL']
unanimous;['JJ']
vote;['NN', 'VB', 'NN-HL']
according;['IN', 'VBG', 'RB']
attended;['VBD', 'VBN']
crowd;['NN', 'VB', 'NN-TL']
asked;['VBN', 'VBD', 'VBN-HL']
whether;['CS']
wanted;['VBD', 'VBN', 'VBD-NC']
wait;['VB', 'NN', 'NP', 'VB-NC']
make;['VB', 'NN']
voted;['VBD', 'VBN']
--;['--', '---HL', 'NIL']
were;['BED', 'BED-NC']
dissents;['NNS']
largest;['JJT']
hurdle;['NN', 'VB']
face;['VB', 'NN', 'NN-TL']
says;['VBZ', 'NNS']
before;['CS', 'IN', 'RB', 'CS-HL', 'IN-TL', 'NIL']
making;['VBG', 'NN', 'NN-TL']
first;['OD', 'RB', 'OD-HL', 'RB-HL', 'OD-TL', 'OD-NC']
alternative;['JJ', 'NN']
courses;['NNS', 'NNS-TL']
must;['MD', 'MD-HL', 'MD-TL', 'NN', 'NIL']
taken;['VBN']
five;['CD', 'CD-HL', 'CD-TL']
per;['IN', 'FW-IN']
cent;['NN']
each;['DT', 'DT-HL']
sign;['VB', 'NN', 'NN-TL']
requesting;['VBG']
allowed;['VBN', 'VBD', 'VBN-HL']
names;['NNS', 'VBZ']
candidates;['NNS']
ballot;['NN']
hold;['VB', 'NN']
unit;['NN', 'NN-TL']
system;['NN', 'NN-TL', 'NN-HL']
opposes;['VBZ']
platform;['NN']
sam;['NP', 'NP-HL', 'NP-TL']
caldwell;['NP']
highway;['NN-TL', 'NN']
public;['JJ', 'NN', 'JJ-TL', 'JJ-HL']
relations;['NNS', 'NNS-TL', 'NNS-HL']
director;['NN', 'NN-TL']
resigned;['VBD', 'VBN']
lt.;['NN-TL']
gov.;['NN-TL']
garland;['NP', 'NN']
byrd's;['NP$']
campaign;['NN', 'VB', 'NN-TL']
caldwell's;['NP$']
resignation;['NN']
expected;['VBN', 'VBN-HL', 'VBD']
time;['NN', 'NN-TL', 'NN-HL', 'VB']
rob;['NP', 'VB']
ledford;['NP']
gainesville;['NP']
assistant;['NN', 'JJ', 'JJ-TL']
three;['CD', 'CD-HL', 'CD-TL', 'CD-TL-HL']
years;['NNS', 'NNS-HL', 'NIL']
gubernatorial;['JJ']
starts;['VBZ', 'NNS']
become;['VB', 'VBN']
coordinator;['NN']
byrd;['NP']
wind;['VB', 'NN', 'NN-TL']
1961;['CD', 'CD-HL']
session;['NN', 'NN-HL', 'NN-TL']
monday;['NR']
head;['VB', 'NN', 'JJS', 'NN-TL-HL', 'NN-TL', 'NNS']
where;['WRB', 'WRB-TL', 'WRB-HL']
bond;['NN', 'NP-TL', 'NP', 'NN-HL']
approved;['VBD', 'VBN']
shortly;['RB']
adjournment;['NN']
afternoon;['NN']
senate;['NN-TL', 'NN', 'NN-HL']
approve;['VB']
study;['NN', 'VB', 'VB-TL', 'NN-TL', 'VB-HL']
allotted;['VBN', 'VBD']
rural;['JJ', 'JJ-TL', 'JJ-TL-HL']
urban;['JJ', 'JJ-TL']
areas;['NNS', 'NNS-HL']
determine;['VB']
what;['WDT', 'WDT-HL', 'WPS-TL', 'WPO-TL', 'WDT-NC', 'WPS']
adjustments;['NNS', 'NNS-HL']
made;['VBN', 'VBD', 'VBN-HL', 'NIL', 'VBN-NC']
vandiver;['NP']
traditional;['JJ']
visit;['NN', 'VB']
chambers;['NNS', 'NNS-TL', 'NP']
toward;['IN', 'IN-HL']
likely;['RB', 'JJ']
mention;['VB', 'NN']
$100;['NNS']
million;['CD']
issue;['NN', 'VB', 'VB-HL', 'NN-HL', 'NN-TL']
earlier;['RBR', 'JJR']
priority;['NN']
item;['NN']
construction;['NN-HL', 'NN', 'NN-TL', 'NIL']
bonds;['NNS-HL', 'NNS']
meanwhile;['RB']
learned;['VBN', 'VBD', 'JJ', 'NP']
very;['QL', 'AP', 'QL-NC', 'JJ']
near;['RB', 'RB-HL', 'JJ', 'IN', 'QL', 'JJ-TL', 'VB']
being;['BEG', 'NN', 'NN-TL', 'NIL']
ready;['JJ', 'VB']
$30;['NNS']
worth;['NN', 'NP', 'JJ', 'JJ-HL']
reconstruction;['NN', 'NN-TL']
go;['VB', 'NN', 'VB-TL', 'VB-HL', 'VB-NC']
courts;['NNS', 'VBZ', 'NNS-TL']
friendly;['JJ', 'JJ-NC']
test;['NN', 'VB', 'NN-HL', 'NN-TL', 'NN-TL-HL']
validity;['NN']
then;['RB', 'JJ', 'RB-HL', 'NIL', 'CS', 'RB-NC', 'RN']
sales;['NNS', 'NNS-TL', 'NNS-HL']
begin;['VB']
contracts;['NNS', 'VBZ', 'VBZ-HL', 'NNS-HL']
let;['VBN', 'VB', 'NN', 'VBD', 'VB-HL']
repair;['NN', 'VB']
most;['QL', 'AP', 'RBT', 'QL-TL', 'RB', 'AP-HL']
heavily;['RB', 'QL']
traveled;['VBN', 'VBD']
highways;['NNS', 'NNS-TL']
source;['NN', 'NN-TL', 'NN-HL']
$3;['NNS', 'NN']
$4;['NNS']
roads;['NNS-TL', 'NNS', 'NNS-HL']
authority;['NN-TL', 'NN']
road;['NN', 'NN-TL', 'NN-HL', 'NN-TL-HL']
revolving;['VBG-HL', 'VBG']
fund;['NN-HL', 'NN', 'NN-TL']
apparently;['RB', 'QL']
intends;['VBZ']
issued;['VBN', 'VBD']
every;['AT', 'AT-TL']
old;['JJ', 'JJ-TL']
ones;['NNS', 'NNS-HL', 'NNS-TL']
paid;['VBN', 'VBD', 'VBN-HL']
off;['RP', 'IN', 'RP-HL', 'IN-HL']
authorities;['NNS']
opened;['VBD', 'VBN']
1958;['CD']
battle;['NN', 'NN-TL', 'NN-HL', 'VB']
against;['IN', 'IN-TL', 'IN-HL', 'RB']
issuance;['NN']
$50;['NNS', 'CD']
marvin;['NP']
told;['VBD', 'VBN']
constitution;['NN-TL', 'NN', 'NN-TL-HL', 'NN-HL']
consulted;['VBN', 'VBN-HL', 'VBD']
yet;['RB', 'CC', 'QL']
about;['IN', 'RB', 'RP', 'IN-TL', 'IN-HL', 'NIL']
plans;['NNS', 'NNS-HL', 'VBZ', 'NNS-TL']
schley;['NP']
rep.;['NN-TL']
d.;['NP', 'NP-TL']
offer;['VB', 'NN']
resolution;['NN', 'NN-TL', 'NN-HL']
house;['NN-TL', 'NN', 'NN-HL', 'NP-TL-HL', 'NP', 'NN-TL-HL', 'VB']
rescind;['VB']
body's;['NN$']
action;['NN', 'NN-TL', 'NN-HL']
itself;['PPL']
$10;['NNS']
day;['NN', 'NN-TL', 'NP', 'NN-TL-HL']
increase;['NN', 'VB', 'VB-HL', 'NN-HL']
expense;['NN']
allowances;['NNS', 'NNS-HL']
sunday;['NR', 'NR-TL', 'NR-HL']
research;['NN', 'NN-TL', 'NN-HL']
done;['VBN', 'VBN-HL', 'DOD']
quickie;['NN']
can;['MD', 'VB', 'NN', 'MD-HL', 'MD-TL', 'NIL', 'MD-NC']
repealed;['VBN']
outright;['RB', 'JJ']
notice;['NN', 'VB']
given;['VBN', 'VBN-HL', 'NIL']
reconsideration;['NN']
sought;['VBN', 'VBD', 'VBN-HL']
while;['CS', 'NN', 'VB', 'CS-HL']
emphasizing;['VBG']
technical;['JJ', 'JJ-HL', 'JJ-TL']
details;['NNS']
fully;['RB', 'QL', 'RB-HL']
worked;['VBN', 'VBD']
seek;['VB']
set;['VB', 'VBN', 'VBD', 'VBN-HL', 'NN', 'NN-TL', 'NN-HL', 'VBN-TL']
aside;['RB', 'RB-TL']
privilege;['NN']
87-31;['CD']
similar;['JJ', 'JJ-HL']
passed;['VBD', 'VBN']
29-5;['CD']
word;['NN', 'NN-TL', 'NN-NC', 'NN-HL']
offered;['VBN', 'VBD']
pointed;['VBD', 'VBN', 'JJ']
last;['AP', 'AP-TL', 'VB', 'NN', 'AP-HL', 'RB']
november;['NP']
rejected;['VBD', 'VBN']
constitutional;['JJ']
